date_key,date,year,quarter,month,month_name,week_of_year,day,day_name,day_of_week,is_weekend
20210922,2021-09-22,2021,3,9,September,38,22,Wednesday,4,false
20210923,2021-09-23,2021,3,9,September,38,23,Thursday,5,false
20210924,2021-09-24,2021,3,9,September,38,24,Friday,6,false
20210925,2021-09-25,2021,3,9,September,38,25,Saturday,7,true
20210926,2021-09-26,2021,3,9,September,38,26,Sunday,1,true
20210927,2021-09-27,2021,3,9,September,39,27,Monday,2,false
20210928,2021-09-28,2021,3,9,September,39,28,Tuesday,3,false
20210929,2021-09-29,2021,3,9,September,39,29,Wednesday,4,false
20210930,2021-09-30,2021,3,9,September,39,30,Thursday,5,false
20211001,2021-10-01,2021,4,10,October,39,1,Friday,6,false
20211002,2021-10-02,2021,4,10,October,39,2,Saturday,7,true
20211003,2021-10-03,2021,4,10,October,39,3,Sunday,1,true
20211004,2021-10-04,2021,4,10,October,40,4,Monday,2,false
20211005,2021-10-05,2021,4,10,October,40,5,Tuesday,3,false
20211006,2021-10-06,2021,4,10,October,40,6,Wednesday,4,false
20211007,2021-10-07,2021,4,10,October,40,7,Thursday,5,false
20211008,2021-10-08,2021,4,10,October,40,8,Friday,6,false
20211009,2021-10-09,2021,4,10,October,40,9,Saturday,7,true
20211010,2021-10-10,2021,4,10,October,40,10,Sunday,1,true
20211011,2021-10-11,2021,4,10,October,41,11,Monday,2,false
20211012,2021-10-12,2021,4,10,October,41,12,Tuesday,3,false
20211013,2021-10-13,2021,4,10,October,41,13,Wednesday,4,false
20211014,2021-10-14,2021,4,10,October,41,14,Thursday,5,false
20211015,2021-10-15,2021,4,10,October,41,15,Friday,6,false
20211016,2021-10-16,2021,4,10,October,41,16,Saturday,7,true
20211017,2021-10-17,2021,4,10,October,41,17,Sunday,1,true
20211018,2021-10-18,2021,4,10,October,42,18,Monday,2,false
20211019,2021-10-19,2021,4,10,October,42,19,Tuesday,3,false
20211020,2021-10-20,2021,4,10,October,42,20,Wednesday,4,false
20211021,2021-10-21,2021,4,10,October,42,21,Thursday,5,false
20211022,2021-10-22,2021,4,10,October,42,22,Friday,6,false
20211023,2021-10-23,2021,4,10,October,42,23,Saturday,7,true
20211024,2021-10-24,2021,4,10,October,42,24,Sunday,1,true
20211025,2021-10-25,2021,4,10,October,43,25,Monday,2,false
20211026,2021-10-26,2021,4,10,October,43,26,Tuesday,3,false
20211027,2021-10-27,2021,4,10,October,43,27,Wednesday,4,false
20211028,2021-10-28,2021,4,10,October,43,28,Thursday,5,false
20211029,2021-10-29,2021,4,10,October,43,29,Friday,6,false
20211030,2021-10-30,2021,4,10,October,43,30,Saturday,7,true
20211031,2021-10-31,2021,4,10,October,43,31,Sunday,1,true
20211101,2021-11-01,2021,4,11,November,44,1,Monday,2,false
20211102,2021-11-02,2021,4,11,November,44,2,Tuesday,3,false
20211103,2021-11-03,2021,4,11,November,44,3,Wednesday,4,false
20211104,2021-11-04,2021,4,11,November,44,4,Thursday,5,false
20211105,2021-11-05,2021,4,11,November,44,5,Friday,6,false
20211106,2021-11-06,2021,4,11,November,44,6,Saturday,7,true
20211107,2021-11-07,2021,4,11,November,44,7,Sunday,1,true
20211108,2021-11-08,2021,4,11,November,45,8,Monday,2,false
20211109,2021-11-09,2021,4,11,November,45,9,Tuesday,3,false
20211110,2021-11-10,2021,4,11,November,45,10,Wednesday,4,false
20211111,2021-11-11,2021,4,11,November,45,11,Thursday,5,false
20211112,2021-11-12,2021,4,11,November,45,12,Friday,6,false
20211113,2021-11-13,2021,4,11,November,45,13,Saturday,7,true
20211114,2021-11-14,2021,4,11,November,45,14,Sunday,1,true
20211115,2021-11-15,2021,4,11,November,46,15,Monday,2,false
20211116,2021-11-16,2021,4,11,November,46,16,Tuesday,3,false
20211117,2021-11-17,2021,4,11,November,46,17,Wednesday,4,false
20211118,2021-11-18,2021,4,11,November,46,18,Thursday,5,false
20211119,2021-11-19,2021,4,11,November,46,19,Friday,6,false
20211120,2021-11-20,2021,4,11,November,46,20,Saturday,7,true
20211121,2021-11-21,2021,4,11,November,46,21,Sunday,1,true
20211122,2021-11-22,2021,4,11,November,47,22,Monday,2,false
20211123,2021-11-23,2021,4,11,November,47,23,Tuesday,3,false
20211124,2021-11-24,2021,4,11,November,47,24,Wednesday,4,false
20211125,2021-11-25,2021,4,11,November,47,25,Thursday,5,false
20211126,2021-11-26,2021,4,11,November,47,26,Friday,6,false
20211127,2021-11-27,2021,4,11,November,47,27,Saturday,7,true
20211128,2021-11-28,2021,4,11,November,47,28,Sunday,1,true
20211129,2021-11-29,2021,4,11,November,48,29,Monday,2,false
20211130,2021-11-30,2021,4,11,November,48,30,Tuesday,3,false
20211201,2021-12-01,2021,4,12,December,48,1,Wednesday,4,false
20211202,2021-12-02,2021,4,12,December,48,2,Thursday,5,false
20211203,2021-12-03,2021,4,12,December,48,3,Friday,6,false
20211204,2021-12-04,2021,4,12,December,48,4,Saturday,7,true
20211205,2021-12-05,2021,4,12,December,48,5,Sunday,1,true
20211206,2021-12-06,2021,4,12,December,49,6,Monday,2,false
20211207,2021-12-07,2021,4,12,December,49,7,Tuesday,3,false
20211208,2021-12-08,2021,4,12,December,49,8,Wednesday,4,false
20211209,2021-12-09,2021,4,12,December,49,9,Thursday,5,false
20211210,2021-12-10,2021,4,12,December,49,10,Friday,6,false
20211211,2021-12-11,2021,4,12,December,49,11,Saturday,7,true
20211212,2021-12-12,2021,4,12,December,49,12,Sunday,1,true
20211213,2021-12-13,2021,4,12,December,50,13,Monday,2,false
20211214,2021-12-14,2021,4,12,December,50,14,Tuesday,3,false
20211215,2021-12-15,2021,4,12,December,50,15,Wednesday,4,false
20211216,2021-12-16,2021,4,12,December,50,16,Thursday,5,false
20211217,2021-12-17,2021,4,12,December,50,17,Friday,6,false
20211218,2021-12-18,2021,4,12,December,50,18,Saturday,7,true
20211219,2021-12-19,2021,4,12,December,50,19,Sunday,1,true
20211220,2021-12-20,2021,4,12,December,51,20,Monday,2,false
20211221,2021-12-21,2021,4,12,December,51,21,Tuesday,3,false
20211222,2021-12-22,2021,4,12,December,51,22,Wednesday,4,false
20211223,2021-12-23,2021,4,12,December,51,23,Thursday,5,false
20211224,2021-12-24,2021,4,12,December,51,24,Friday,6,false
20211225,2021-12-25,2021,4,12,December,51,25,Saturday,7,true
20211226,2021-12-26,2021,4,12,December,51,26,Sunday,1,true
20211227,2021-12-27,2021,4,12,December,52,27,Monday,2,false
20211228,2021-12-28,2021,4,12,December,52,28,Tuesday,3,false
20211229,2021-12-29,2021,4,12,December,52,29,Wednesday,4,false
20211230,2021-12-30,2021,4,12,December,52,30,Thursday,5,false
20211231,2021-12-31,2021,4,12,December,52,31,Friday,6,false
20220101,2022-01-01,2022,1,1,January,52,1,Saturday,7,true
20220102,2022-01-02,2022,1,1,January,52,2,Sunday,1,true
20220103,2022-01-03,2022,1,1,January,1,3,Monday,2,false
20220104,2022-01-04,2022,1,1,January,1,4,Tuesday,3,false
20220105,2022-01-05,2022,1,1,January,1,5,Wednesday,4,false
20220106,2022-01-06,2022,1,1,January,1,6,Thursday,5,false
20220107,2022-01-07,2022,1,1,January,1,7,Friday,6,false
20220108,2022-01-08,2022,1,1,January,1,8,Saturday,7,true
20220109,2022-01-09,2022,1,1,January,1,9,Sunday,1,true
20220110,2022-01-10,2022,1,1,January,2,10,Monday,2,false
20220111,2022-01-11,2022,1,1,January,2,11,Tuesday,3,false
20220112,2022-01-12,2022,1,1,January,2,12,Wednesday,4,false
20220113,2022-01-13,2022,1,1,January,2,13,Thursday,5,false
20220114,2022-01-14,2022,1,1,January,2,14,Friday,6,false
20220115,2022-01-15,2022,1,1,January,2,15,Saturday,7,true
20220116,2022-01-16,2022,1,1,January,2,16,Sunday,1,true
20220117,2022-01-17,2022,1,1,January,3,17,Monday,2,false
20220118,2022-01-18,2022,1,1,January,3,18,Tuesday,3,false
20220119,2022-01-19,2022,1,1,January,3,19,Wednesday,4,false
20220120,2022-01-20,2022,1,1,January,3,20,Thursday,5,false
20220121,2022-01-21,2022,1,1,January,3,21,Friday,6,false
20220122,2022-01-22,2022,1,1,January,3,22,Saturday,7,true
20220123,2022-01-23,2022,1,1,January,3,23,Sunday,1,true
20220124,2022-01-24,2022,1,1,January,4,24,Monday,2,false
20220125,2022-01-25,2022,1,1,January,4,25,Tuesday,3,false
20220126,2022-01-26,2022,1,1,January,4,26,Wednesday,4,false
20220127,2022-01-27,2022,1,1,January,4,27,Thursday,5,false
20220128,2022-01-28,2022,1,1,January,4,28,Friday,6,false
20220129,2022-01-29,2022,1,1,January,4,29,Saturday,7,true
20220130,2022-01-30,2022,1,1,January,4,30,Sunday,1,true
20220131,2022-01-31,2022,1,1,January,5,31,Monday,2,false
20220201,2022-02-01,2022,1,2,February,5,1,Tuesday,3,false
20220202,2022-02-02,2022,1,2,February,5,2,Wednesday,4,false
20220203,2022-02-03,2022,1,2,February,5,3,Thursday,5,false
20220204,2022-02-04,2022,1,2,February,5,4,Friday,6,false
20220205,2022-02-05,2022,1,2,February,5,5,Saturday,7,true
20220206,2022-02-06,2022,1,2,February,5,6,Sunday,1,true
20220207,2022-02-07,2022,1,2,February,6,7,Monday,2,false
20220208,2022-02-08,2022,1,2,February,6,8,Tuesday,3,false
20220209,2022-02-09,2022,1,2,February,6,9,Wednesday,4,false
20220210,2022-02-10,2022,1,2,February,6,10,Thursday,5,false
20220211,2022-02-11,2022,1,2,February,6,11,Friday,6,false
20220212,2022-02-12,2022,1,2,February,6,12,Saturday,7,true
20220213,2022-02-13,2022,1,2,February,6,13,Sunday,1,true
20220214,2022-02-14,2022,1,2,February,7,14,Monday,2,false
20220215,2022-02-15,2022,1,2,February,7,15,Tuesday,3,false
20220216,2022-02-16,2022,1,2,February,7,16,Wednesday,4,false
20220217,2022-02-17,2022,1,2,February,7,17,Thursday,5,false
20220218,2022-02-18,2022,1,2,February,7,18,Friday,6,false
20220219,2022-02-19,2022,1,2,February,7,19,Saturday,7,true
20220220,2022-02-20,2022,1,2,February,7,20,Sunday,1,true
20220221,2022-02-21,2022,1,2,February,8,21,Monday,2,false
20220222,2022-02-22,2022,1,2,February,8,22,Tuesday,3,false
20220223,2022-02-23,2022,1,2,February,8,23,Wednesday,4,false
20220224,2022-02-24,2022,1,2,February,8,24,Thursday,5,false
20220225,2022-02-25,2022,1,2,February,8,25,Friday,6,false
20220226,2022-02-26,2022,1,2,February,8,26,Saturday,7,true
20220227,2022-02-27,2022,1,2,February,8,27,Sunday,1,true
20220228,2022-02-28,2022,1,2,February,9,28,Monday,2,false
20220301,2022-03-01,2022,1,3,March,9,1,Tuesday,3,false
20220302,2022-03-02,2022,1,3,March,9,2,Wednesday,4,false
20220303,2022-03-03,2022,1,3,March,9,3,Thursday,5,false
20220304,2022-03-04,2022,1,3,March,9,4,Friday,6,false
20220305,2022-03-05,2022,1,3,March,9,5,Saturday,7,true
20220306,2022-03-06,2022,1,3,March,9,6,Sunday,1,true
20220307,2022-03-07,2022,1,3,March,10,7,Monday,2,false
20220308,2022-03-08,2022,1,3,March,10,8,Tuesday,3,false
20220309,2022-03-09,2022,1,3,March,10,9,Wednesday,4,false
20220310,2022-03-10,2022,1,3,March,10,10,Thursday,5,false
20220311,2022-03-11,2022,1,3,March,10,11,Friday,6,false
20220312,2022-03-12,2022,1,3,March,10,12,Saturday,7,true
20220313,2022-03-13,2022,1,3,March,10,13,Sunday,1,true
20220314,2022-03-14,2022,1,3,March,11,14,Monday,2,false
20220315,2022-03-15,2022,1,3,March,11,15,Tuesday,3,false
20220316,2022-03-16,2022,1,3,March,11,16,Wednesday,4,false
20220317,2022-03-17,2022,1,3,March,11,17,Thursday,5,false
20220318,2022-03-18,2022,1,3,March,11,18,Friday,6,false
20220319,2022-03-19,2022,1,3,March,11,19,Saturday,7,true
20220320,2022-03-20,2022,1,3,March,11,20,Sunday,1,true
20220321,2022-03-21,2022,1,3,March,12,21,Monday,2,false
20220322,2022-03-22,2022,1,3,March,12,22,Tuesday,3,false
20220323,2022-03-23,2022,1,3,March,12,23,Wednesday,4,false
20220324,2022-03-24,2022,1,3,March,12,24,Thursday,5,false
20220325,2022-03-25,2022,1,3,March,12,25,Friday,6,false
20220326,2022-03-26,2022,1,3,March,12,26,Saturday,7,true
20220327,2022-03-27,2022,1,3,March,12,27,Sunday,1,true
20220328,2022-03-28,2022,1,3,March,13,28,Monday,2,false
20220329,2022-03-29,2022,1,3,March,13,29,Tuesday,3,false
20220330,2022-03-30,2022,1,3,March,13,30,Wednesday,4,false
20220331,2022-03-31,2022,1,3,March,13,31,Thursday,5,false
20220401,2022-04-01,2022,2,4,April,13,1,Friday,6,false
20220402,2022-04-02,2022,2,4,April,13,2,Saturday,7,true
20220403,2022-04-03,2022,2,4,April,13,3,Sunday,1,true
20220404,2022-04-04,2022,2,4,April,14,4,Monday,2,false
20220405,2022-04-05,2022,2,4,April,14,5,Tuesday,3,false
20220406,2022-04-06,2022,2,4,April,14,6,Wednesday,4,false
20220407,2022-04-07,2022,2,4,April,14,7,Thursday,5,false
20220408,2022-04-08,2022,2,4,April,14,8,Friday,6,false
20220409,2022-04-09,2022,2,4,April,14,9,Saturday,7,true
20220410,2022-04-10,2022,2,4,April,14,10,Sunday,1,true
20220411,2022-04-11,2022,2,4,April,15,11,Monday,2,false
20220412,2022-04-12,2022,2,4,April,15,12,Tuesday,3,false
20220413,2022-04-13,2022,2,4,April,15,13,Wednesday,4,false
20220414,2022-04-14,2022,2,4,April,15,14,Thursday,5,false
20220415,2022-04-15,2022,2,4,April,15,15,Friday,6,false
20220416,2022-04-16,2022,2,4,April,15,16,Saturday,7,true
20220417,2022-04-17,2022,2,4,April,15,17,Sunday,1,true
20220418,2022-04-18,2022,2,4,April,16,18,Monday,2,false
20220419,2022-04-19,2022,2,4,April,16,19,Tuesday,3,false
20220420,2022-04-20,2022,2,4,April,16,20,Wednesday,4,false
20220421,2022-04-21,2022,2,4,April,16,21,Thursday,5,false
20220422,2022-04-22,2022,2,4,April,16,22,Friday,6,false
20220423,2022-04-23,2022,2,4,April,16,23,Saturday,7,true
20220424,2022-04-24,2022,2,4,April,16,24,Sunday,1,true
20220425,2022-04-25,2022,2,4,April,17,25,Monday,2,false
20220426,2022-04-26,2022,2,4,April,17,26,Tuesday,3,false
20220427,2022-04-27,2022,2,4,April,17,27,Wednesday,4,false
20220428,2022-04-28,2022,2,4,April,17,28,Thursday,5,false
20220429,2022-04-29,2022,2,4,April,17,29,Friday,6,false
20220430,2022-04-30,2022,2,4,April,17,30,Saturday,7,true
20220501,2022-05-01,2022,2,5,May,17,1,Sunday,1,true
20220502,2022-05-02,2022,2,5,May,18,2,Monday,2,false
20220503,2022-05-03,2022,2,5,May,18,3,Tuesday,3,false
20220504,2022-05-04,2022,2,5,May,18,4,Wednesday,4,false
20220505,2022-05-05,2022,2,5,May,18,5,Thursday,5,false
20220506,2022-05-06,2022,2,5,May,18,6,Friday,6,false
20220507,2022-05-07,2022,2,5,May,18,7,Saturday,7,true
20220508,2022-05-08,2022,2,5,May,18,8,Sunday,1,true
20220509,2022-05-09,2022,2,5,May,19,9,Monday,2,false
20220510,2022-05-10,2022,2,5,May,19,10,Tuesday,3,false
20220511,2022-05-11,2022,2,5,May,19,11,Wednesday,4,false
20220512,2022-05-12,2022,2,5,May,19,12,Thursday,5,false
20220513,2022-05-13,2022,2,5,May,19,13,Friday,6,false
20220514,2022-05-14,2022,2,5,May,19,14,Saturday,7,true
20220515,2022-05-15,2022,2,5,May,19,15,Sunday,1,true
20220516,2022-05-16,2022,2,5,May,20,16,Monday,2,false
20220517,2022-05-17,2022,2,5,May,20,17,Tuesday,3,false
20220518,2022-05-18,2022,2,5,May,20,18,Wednesday,4,false
20220519,2022-05-19,2022,2,5,May,20,19,Thursday,5,false
20220520,2022-05-20,2022,2,5,May,20,20,Friday,6,false
20220521,2022-05-21,2022,2,5,May,20,21,Saturday,7,true
20220522,2022-05-22,2022,2,5,May,20,22,Sunday,1,true
20220523,2022-05-23,2022,2,5,May,21,23,Monday,2,false
20220524,2022-05-24,2022,2,5,May,21,24,Tuesday,3,false
20220525,2022-05-25,2022,2,5,May,21,25,Wednesday,4,false
20220526,2022-05-26,2022,2,5,May,21,26,Thursday,5,false
20220527,2022-05-27,2022,2,5,May,21,27,Friday,6,false
20220528,2022-05-28,2022,2,5,May,21,28,Saturday,7,true
20220529,2022-05-29,2022,2,5,May,21,29,Sunday,1,true
20220530,2022-05-30,2022,2,5,May,22,30,Monday,2,false
20220531,2022-05-31,2022,2,5,May,22,31,Tuesday,3,false
20220601,2022-06-01,2022,2,6,June,22,1,Wednesday,4,false
20220602,2022-06-02,2022,2,6,June,22,2,Thursday,5,false
20220603,2022-06-03,2022,2,6,June,22,3,Friday,6,false
20220604,2022-06-04,2022,2,6,June,22,4,Saturday,7,true
20220605,2022-06-05,2022,2,6,June,22,5,Sunday,1,true
20220606,2022-06-06,2022,2,6,June,23,6,Monday,2,false
20220607,2022-06-07,2022,2,6,June,23,7,Tuesday,3,false
20220608,2022-06-08,2022,2,6,June,23,8,Wednesday,4,false
20220609,2022-06-09,2022,2,6,June,23,9,Thursday,5,false
20220610,2022-06-10,2022,2,6,June,23,10,Friday,6,false
20220611,2022-06-11,2022,2,6,June,23,11,Saturday,7,true
20220612,2022-06-12,2022,2,6,June,23,12,Sunday,1,true
20220613,2022-06-13,2022,2,6,June,24,13,Monday,2,false
20220614,2022-06-14,2022,2,6,June,24,14,Tuesday,3,false
20220615,2022-06-15,2022,2,6,June,24,15,Wednesday,4,false
20220616,2022-06-16,2022,2,6,June,24,16,Thursday,5,false
20220617,2022-06-17,2022,2,6,June,24,17,Friday,6,false
20220618,2022-06-18,2022,2,6,June,24,18,Saturday,7,true
20220619,2022-06-19,2022,2,6,June,24,19,Sunday,1,true
20220620,2022-06-20,2022,2,6,June,25,20,Monday,2,false
20220621,2022-06-21,2022,2,6,June,25,21,Tuesday,3,false
20220622,2022-06-22,2022,2,6,June,25,22,Wednesday,4,false
20220623,2022-06-23,2022,2,6,June,25,23,Thursday,5,false
20220624,2022-06-24,2022,2,6,June,25,24,Friday,6,false
20220625,2022-06-25,2022,2,6,June,25,25,Saturday,7,true
20220626,2022-06-26,2022,2,6,June,25,26,Sunday,1,true
20220627,2022-06-27,2022,2,6,June,26,27,Monday,2,false
20220628,2022-06-28,2022,2,6,June,26,28,Tuesday,3,false
20220629,2022-06-29,2022,2,6,June,26,29,Wednesday,4,false
20220630,2022-06-30,2022,2,6,June,26,30,Thursday,5,false
20220701,2022-07-01,2022,3,7,July,26,1,Friday,6,false
20220702,2022-07-02,2022,3,7,July,26,2,Saturday,7,true
20220703,2022-07-03,2022,3,7,July,26,3,Sunday,1,true
20220704,2022-07-04,2022,3,7,July,27,4,Monday,2,false
20220705,2022-07-05,2022,3,7,July,27,5,Tuesday,3,false
20220706,2022-07-06,2022,3,7,July,27,6,Wednesday,4,false
20220707,2022-07-07,2022,3,7,July,27,7,Thursday,5,false
20220708,2022-07-08,2022,3,7,July,27,8,Friday,6,false
20220709,2022-07-09,2022,3,7,July,27,9,Saturday,7,true
20220710,2022-07-10,2022,3,7,July,27,10,Sunday,1,true
20220711,2022-07-11,2022,3,7,July,28,11,Monday,2,false
20220712,2022-07-12,2022,3,7,July,28,12,Tuesday,3,false
20220713,2022-07-13,2022,3,7,July,28,13,Wednesday,4,false
20220714,2022-07-14,2022,3,7,July,28,14,Thursday,5,false
20220715,2022-07-15,2022,3,7,July,28,15,Friday,6,false
20220716,2022-07-16,2022,3,7,July,28,16,Saturday,7,true
20220717,2022-07-17,2022,3,7,July,28,17,Sunday,1,true
20220718,2022-07-18,2022,3,7,July,29,18,Monday,2,false
20220719,2022-07-19,2022,3,7,July,29,19,Tuesday,3,false
20220720,2022-07-20,2022,3,7,July,29,20,Wednesday,4,false
20220721,2022-07-21,2022,3,7,July,29,21,Thursday,5,false
20220722,2022-07-22,2022,3,7,July,29,22,Friday,6,false
20220723,2022-07-23,2022,3,7,July,29,23,Saturday,7,true
20220724,2022-07-24,2022,3,7,July,29,24,Sunday,1,true
20220725,2022-07-25,2022,3,7,July,30,25,Monday,2,false
20220726,2022-07-26,2022,3,7,July,30,26,Tuesday,3,false
20220727,2022-07-27,2022,3,7,July,30,27,Wednesday,4,false
20220728,2022-07-28,2022,3,7,July,30,28,Thursday,5,false
20220729,2022-07-29,2022,3,7,July,30,29,Friday,6,false
20220730,2022-07-30,2022,3,7,July,30,30,Saturday,7,true
20220731,2022-07-31,2022,3,7,July,30,31,Sunday,1,true
20220801,2022-08-01,2022,3,8,August,31,1,Monday,2,false
20220802,2022-08-02,2022,3,8,August,31,2,Tuesday,3,false
20220803,2022-08-03,2022,3,8,August,31,3,Wednesday,4,false
20220804,2022-08-04,2022,3,8,August,31,4,Thursday,5,false
20220805,2022-08-05,2022,3,8,August,31,5,Friday,6,false
20220806,2022-08-06,2022,3,8,August,31,6,Saturday,7,true
20220807,2022-08-07,2022,3,8,August,31,7,Sunday,1,true
20220808,2022-08-08,2022,3,8,August,32,8,Monday,2,false
20220809,2022-08-09,2022,3,8,August,32,9,Tuesday,3,false
20220810,2022-08-10,2022,3,8,August,32,10,Wednesday,4,false
20220811,2022-08-11,2022,3,8,August,32,11,Thursday,5,false
20220812,2022-08-12,2022,3,8,August,32,12,Friday,6,false
20220813,2022-08-13,2022,3,8,August,32,13,Saturday,7,true
20220814,2022-08-14,2022,3,8,August,32,14,Sunday,1,true
20220815,2022-08-15,2022,3,8,August,33,15,Monday,2,false
20220816,2022-08-16,2022,3,8,August,33,16,Tuesday,3,false
20220817,2022-08-17,2022,3,8,August,33,17,Wednesday,4,false
20220818,2022-08-18,2022,3,8,August,33,18,Thursday,5,false
20220819,2022-08-19,2022,3,8,August,33,19,Friday,6,false
20220820,2022-08-20,2022,3,8,August,33,20,Saturday,7,true
20220821,2022-08-21,2022,3,8,August,33,21,Sunday,1,true
20220822,2022-08-22,2022,3,8,August,34,22,Monday,2,false
20220823,2022-08-23,2022,3,8,August,34,23,Tuesday,3,false
20220824,2022-08-24,2022,3,8,August,34,24,Wednesday,4,false
20220825,2022-08-25,2022,3,8,August,34,25,Thursday,5,false
20220826,2022-08-26,2022,3,8,August,34,26,Friday,6,false
20220827,2022-08-27,2022,3,8,August,34,27,Saturday,7,true
20220828,2022-08-28,2022,3,8,August,34,28,Sunday,1,true
20220829,2022-08-29,2022,3,8,August,35,29,Monday,2,false
20220830,2022-08-30,2022,3,8,August,35,30,Tuesday,3,false
20220831,2022-08-31,2022,3,8,August,35,31,Wednesday,4,false
20220901,2022-09-01,2022,3,9,September,35,1,Thursday,5,false
20220902,2022-09-02,2022,3,9,September,35,2,Friday,6,false
20220903,2022-09-03,2022,3,9,September,35,3,Saturday,7,true
20220904,2022-09-04,2022,3,9,September,35,4,Sunday,1,true
20220905,2022-09-05,2022,3,9,September,36,5,Monday,2,false
20220906,2022-09-06,2022,3,9,September,36,6,Tuesday,3,false
20220907,2022-09-07,2022,3,9,September,36,7,Wednesday,4,false
20220908,2022-09-08,2022,3,9,September,36,8,Thursday,5,false
20220909,2022-09-09,2022,3,9,September,36,9,Friday,6,false
20220910,2022-09-10,2022,3,9,September,36,10,Saturday,7,true
20220911,2022-09-11,2022,3,9,September,36,11,Sunday,1,true
20220912,2022-09-12,2022,3,9,September,37,12,Monday,2,false
20220913,2022-09-13,2022,3,9,September,37,13,Tuesday,3,false
20220914,2022-09-14,2022,3,9,September,37,14,Wednesday,4,false
20220915,2022-09-15,2022,3,9,September,37,15,Thursday,5,false
20220916,2022-09-16,2022,3,9,September,37,16,Friday,6,false
20220917,2022-09-17,2022,3,9,September,37,17,Saturday,7,true
20220918,2022-09-18,2022,3,9,September,37,18,Sunday,1,true
20220919,2022-09-19,2022,3,9,September,38,19,Monday,2,false
20220920,2022-09-20,2022,3,9,September,38,20,Tuesday,3,false
20220921,2022-09-21,2022,3,9,September,38,21,Wednesday,4,false
20220922,2022-09-22,2022,3,9,September,38,22,Thursday,5,false
20220923,2022-09-23,2022,3,9,September,38,23,Friday,6,false
20220924,2022-09-24,2022,3,9,September,38,24,Saturday,7,true
20220925,2022-09-25,2022,3,9,September,38,25,Sunday,1,true
20220926,2022-09-26,2022,3,9,September,39,26,Monday,2,false
20220927,2022-09-27,2022,3,9,September,39,27,Tuesday,3,false
20220928,2022-09-28,2022,3,9,September,39,28,Wednesday,4,false
20220929,2022-09-29,2022,3,9,September,39,29,Thursday,5,false
20220930,2022-09-30,2022,3,9,September,39,30,Friday,6,false
20221001,2022-10-01,2022,4,10,October,39,1,Saturday,7,true
20221002,2022-10-02,2022,4,10,October,39,2,Sunday,1,true
20221003,2022-10-03,2022,4,10,October,40,3,Monday,2,false
20221004,2022-10-04,2022,4,10,October,40,4,Tuesday,3,false
20221005,2022-10-05,2022,4,10,October,40,5,Wednesday,4,false
20221006,2022-10-06,2022,4,10,October,40,6,Thursday,5,false
20221007,2022-10-07,2022,4,10,October,40,7,Friday,6,false
20221008,2022-10-08,2022,4,10,October,40,8,Saturday,7,true
20221009,2022-10-09,2022,4,10,October,40,9,Sunday,1,true
20221010,2022-10-10,2022,4,10,October,41,10,Monday,2,false
20221011,2022-10-11,2022,4,10,October,41,11,Tuesday,3,false
20221012,2022-10-12,2022,4,10,October,41,12,Wednesday,4,false
20221013,2022-10-13,2022,4,10,October,41,13,Thursday,5,false
20221014,2022-10-14,2022,4,10,October,41,14,Friday,6,false
20221015,2022-10-15,2022,4,10,October,41,15,Saturday,7,true
20221016,2022-10-16,2022,4,10,October,41,16,Sunday,1,true
20221017,2022-10-17,2022,4,10,October,42,17,Monday,2,false
20221018,2022-10-18,2022,4,10,October,42,18,Tuesday,3,false
20221019,2022-10-19,2022,4,10,October,42,19,Wednesday,4,false
20221020,2022-10-20,2022,4,10,October,42,20,Thursday,5,false
20221021,2022-10-21,2022,4,10,October,42,21,Friday,6,false
20221022,2022-10-22,2022,4,10,October,42,22,Saturday,7,true
20221023,2022-10-23,2022,4,10,October,42,23,Sunday,1,true
20221024,2022-10-24,2022,4,10,October,43,24,Monday,2,false
20221025,2022-10-25,2022,4,10,October,43,25,Tuesday,3,false
20221026,2022-10-26,2022,4,10,October,43,26,Wednesday,4,false
20221027,2022-10-27,2022,4,10,October,43,27,Thursday,5,false
20221028,2022-10-28,2022,4,10,October,43,28,Friday,6,false
20221029,2022-10-29,2022,4,10,October,43,29,Saturday,7,true
20221030,2022-10-30,2022,4,10,October,43,30,Sunday,1,true
20221031,2022-10-31,2022,4,10,October,44,31,Monday,2,false
20221101,2022-11-01,2022,4,11,November,44,1,Tuesday,3,false
20221102,2022-11-02,2022,4,11,November,44,2,Wednesday,4,false
20221103,2022-11-03,2022,4,11,November,44,3,Thursday,5,false
20221104,2022-11-04,2022,4,11,November,44,4,Friday,6,false
20221105,2022-11-05,2022,4,11,November,44,5,Saturday,7,true
20221106,2022-11-06,2022,4,11,November,44,6,Sunday,1,true
20221107,2022-11-07,2022,4,11,November,45,7,Monday,2,false
20221108,2022-11-08,2022,4,11,November,45,8,Tuesday,3,false
20221109,2022-11-09,2022,4,11,November,45,9,Wednesday,4,false
20221110,2022-11-10,2022,4,11,November,45,10,Thursday,5,false
20221111,2022-11-11,2022,4,11,November,45,11,Friday,6,false
20221112,2022-11-12,2022,4,11,November,45,12,Saturday,7,true
20221113,2022-11-13,2022,4,11,November,45,13,Sunday,1,true
20221114,2022-11-14,2022,4,11,November,46,14,Monday,2,false
20221115,2022-11-15,2022,4,11,November,46,15,Tuesday,3,false
20221116,2022-11-16,2022,4,11,November,46,16,Wednesday,4,false
20221117,2022-11-17,2022,4,11,November,46,17,Thursday,5,false
