date_key,date,year,quarter,month,month_name,week_of_year,day,day_name,day_of_week,is_weekend
20221118,2022-11-18,2022,4,11,November,46,18,Friday,6,false
20221119,2022-11-19,2022,4,11,November,46,19,Saturday,7,true
20221120,2022-11-20,2022,4,11,November,46,20,Sunday,1,true
20221121,2022-11-21,2022,4,11,November,47,21,Monday,2,false
20221122,2022-11-22,2022,4,11,November,47,22,Tuesday,3,false
20221123,2022-11-23,2022,4,11,November,47,23,Wednesday,4,false
20221124,2022-11-24,2022,4,11,November,47,24,Thursday,5,false
20221125,2022-11-25,2022,4,11,November,47,25,Friday,6,false
20221126,2022-11-26,2022,4,11,November,47,26,Saturday,7,true
20221127,2022-11-27,2022,4,11,November,47,27,Sunday,1,true
20221128,2022-11-28,2022,4,11,November,48,28,Monday,2,false
20221129,2022-11-29,2022,4,11,November,48,29,Tuesday,3,false
20221130,2022-11-30,2022,4,11,November,48,30,Wednesday,4,false
20221201,2022-12-01,2022,4,12,December,48,1,Thursday,5,false
20221202,2022-12-02,2022,4,12,December,48,2,Friday,6,false
20221203,2022-12-03,2022,4,12,December,48,3,Saturday,7,true
20221204,2022-12-04,2022,4,12,December,48,4,Sunday,1,true
20221205,2022-12-05,2022,4,12,December,49,5,Monday,2,false
20221206,2022-12-06,2022,4,12,December,49,6,Tuesday,3,false
20221207,2022-12-07,2022,4,12,December,49,7,Wednesday,4,false
20221208,2022-12-08,2022,4,12,December,49,8,Thursday,5,false
20221209,2022-12-09,2022,4,12,December,49,9,Friday,6,false
20221210,2022-12-10,2022,4,12,December,49,10,Saturday,7,true
20221211,2022-12-11,2022,4,12,December,49,11,Sunday,1,true
20221212,2022-12-12,2022,4,12,December,50,12,Monday,2,false
20221213,2022-12-13,2022,4,12,December,50,13,Tuesday,3,false
20221214,2022-12-14,2022,4,12,December,50,14,Wednesday,4,false
20221215,2022-12-15,2022,4,12,December,50,15,Thursday,5,false
20221216,2022-12-16,2022,4,12,December,50,16,Friday,6,false
20221217,2022-12-17,2022,4,12,December,50,17,Saturday,7,true
20221218,2022-12-18,2022,4,12,December,50,18,Sunday,1,true
20221219,2022-12-19,2022,4,12,December,51,19,Monday,2,false
20221220,2022-12-20,2022,4,12,December,51,20,Tuesday,3,false
20221221,2022-12-21,2022,4,12,December,51,21,Wednesday,4,false
20221222,2022-12-22,2022,4,12,December,51,22,Thursday,5,false
20221223,2022-12-23,2022,4,12,December,51,23,Friday,6,false
20221224,2022-12-24,2022,4,12,December,51,24,Saturday,7,true
20221225,2022-12-25,2022,4,12,December,51,25,Sunday,1,true
20221226,2022-12-26,2022,4,12,December,52,26,Monday,2,false
20221227,2022-12-27,2022,4,12,December,52,27,Tuesday,3,false
20221228,2022-12-28,2022,4,12,December,52,28,Wednesday,4,false
20221229,2022-12-29,2022,4,12,December,52,29,Thursday,5,false
20221230,2022-12-30,2022,4,12,December,52,30,Friday,6,false
20221231,2022-12-31,2022,4,12,December,52,31,Saturday,7,true
20230101,2023-01-01,2023,1,1,January,52,1,Sunday,1,true
20230102,2023-01-02,2023,1,1,January,1,2,Monday,2,false
20230103,2023-01-03,2023,1,1,January,1,3,Tuesday,3,false
20230104,2023-01-04,2023,1,1,January,1,4,Wednesday,4,false
20230105,2023-01-05,2023,1,1,January,1,5,Thursday,5,false
20230106,2023-01-06,2023,1,1,January,1,6,Friday,6,false
20230107,2023-01-07,2023,1,1,January,1,7,Saturday,7,true
20230108,2023-01-08,2023,1,1,January,1,8,Sunday,1,true
20230109,2023-01-09,2023,1,1,January,2,9,Monday,2,false
20230110,2023-01-10,2023,1,1,January,2,10,Tuesday,3,false
20230111,2023-01-11,2023,1,1,January,2,11,Wednesday,4,false
20230112,2023-01-12,2023,1,1,January,2,12,Thursday,5,false
20230113,2023-01-13,2023,1,1,January,2,13,Friday,6,false
20230114,2023-01-14,2023,1,1,January,2,14,Saturday,7,true
20230115,2023-01-15,2023,1,1,January,2,15,Sunday,1,true
20230116,2023-01-16,2023,1,1,January,3,16,Monday,2,false
20230117,2023-01-17,2023,1,1,January,3,17,Tuesday,3,false
20230118,2023-01-18,2023,1,1,January,3,18,Wednesday,4,false
20230119,2023-01-19,2023,1,1,January,3,19,Thursday,5,false
20230120,2023-01-20,2023,1,1,January,3,20,Friday,6,false
20230121,2023-01-21,2023,1,1,January,3,21,Saturday,7,true
20230122,2023-01-22,2023,1,1,January,3,22,Sunday,1,true
20230123,2023-01-23,2023,1,1,January,4,23,Monday,2,false
20230124,2023-01-24,2023,1,1,January,4,24,Tuesday,3,false
20230125,2023-01-25,2023,1,1,January,4,25,Wednesday,4,false
20230126,2023-01-26,2023,1,1,January,4,26,Thursday,5,false
20230127,2023-01-27,2023,1,1,January,4,27,Friday,6,false
20230128,2023-01-28,2023,1,1,January,4,28,Saturday,7,true
20230129,2023-01-29,2023,1,1,January,4,29,Sunday,1,true
20230130,2023-01-30,2023,1,1,January,5,30,Monday,2,false
20230131,2023-01-31,2023,1,1,January,5,31,Tuesday,3,false
20230201,2023-02-01,2023,1,2,February,5,1,Wednesday,4,false
20230202,2023-02-02,2023,1,2,February,5,2,Thursday,5,false
20230203,2023-02-03,2023,1,2,February,5,3,Friday,6,false
20230204,2023-02-04,2023,1,2,February,5,4,Saturday,7,true
20230205,2023-02-05,2023,1,2,February,5,5,Sunday,1,true
20230206,2023-02-06,2023,1,2,February,6,6,Monday,2,false
20230207,2023-02-07,2023,1,2,February,6,7,Tuesday,3,false
20230208,2023-02-08,2023,1,2,February,6,8,Wednesday,4,false
20230209,2023-02-09,2023,1,2,February,6,9,Thursday,5,false
20230210,2023-02-10,2023,1,2,February,6,10,Friday,6,false
20230211,2023-02-11,2023,1,2,February,6,11,Saturday,7,true
20230212,2023-02-12,2023,1,2,February,6,12,Sunday,1,true
20230213,2023-02-13,2023,1,2,February,7,13,Monday,2,false
20230214,2023-02-14,2023,1,2,February,7,14,Tuesday,3,false
20230215,2023-02-15,2023,1,2,February,7,15,Wednesday,4,false
20230216,2023-02-16,2023,1,2,February,7,16,Thursday,5,false
20230217,2023-02-17,2023,1,2,February,7,17,Friday,6,false
20230218,2023-02-18,2023,1,2,February,7,18,Saturday,7,true
20230219,2023-02-19,2023,1,2,February,7,19,Sunday,1,true
20230220,2023-02-20,2023,1,2,February,8,20,Monday,2,false
20230221,2023-02-21,2023,1,2,February,8,21,Tuesday,3,false
20230222,2023-02-22,2023,1,2,February,8,22,Wednesday,4,false
20230223,2023-02-23,2023,1,2,February,8,23,Thursday,5,false
20230224,2023-02-24,2023,1,2,February,8,24,Friday,6,false
20230225,2023-02-25,2023,1,2,February,8,25,Saturday,7,true
20230226,2023-02-26,2023,1,2,February,8,26,Sunday,1,true
20230227,2023-02-27,2023,1,2,February,9,27,Monday,2,false
20230228,2023-02-28,2023,1,2,February,9,28,Tuesday,3,false
20230301,2023-03-01,2023,1,3,March,9,1,Wednesday,4,false
20230302,2023-03-02,2023,1,3,March,9,2,Thursday,5,false
20230303,2023-03-03,2023,1,3,March,9,3,Friday,6,false
20230304,2023-03-04,2023,1,3,March,9,4,Saturday,7,true
20230305,2023-03-05,2023,1,3,March,9,5,Sunday,1,true
20230306,2023-03-06,2023,1,3,March,10,6,Monday,2,false
20230307,2023-03-07,2023,1,3,March,10,7,Tuesday,3,false
20230308,2023-03-08,2023,1,3,March,10,8,Wednesday,4,false
20230309,2023-03-09,2023,1,3,March,10,9,Thursday,5,false
20230310,2023-03-10,2023,1,3,March,10,10,Friday,6,false
20230311,2023-03-11,2023,1,3,March,10,11,Saturday,7,true
20230312,2023-03-12,2023,1,3,March,10,12,Sunday,1,true
20230313,2023-03-13,2023,1,3,March,11,13,Monday,2,false
20230314,2023-03-14,2023,1,3,March,11,14,Tuesday,3,false
20230315,2023-03-15,2023,1,3,March,11,15,Wednesday,4,false
20230316,2023-03-16,2023,1,3,March,11,16,Thursday,5,false
20230317,2023-03-17,2023,1,3,March,11,17,Friday,6,false
20230318,2023-03-18,2023,1,3,March,11,18,Saturday,7,true
20230319,2023-03-19,2023,1,3,March,11,19,Sunday,1,true
20230320,2023-03-20,2023,1,3,March,12,20,Monday,2,false
20230321,2023-03-21,2023,1,3,March,12,21,Tuesday,3,false
20230322,2023-03-22,2023,1,3,March,12,22,Wednesday,4,false
20230323,2023-03-23,2023,1,3,March,12,23,Thursday,5,false
20230324,2023-03-24,2023,1,3,March,12,24,Friday,6,false
20230325,2023-03-25,2023,1,3,March,12,25,Saturday,7,true
20230326,2023-03-26,2023,1,3,March,12,26,Sunday,1,true
20230327,2023-03-27,2023,1,3,March,13,27,Monday,2,false
20230328,2023-03-28,2023,1,3,March,13,28,Tuesday,3,false
20230329,2023-03-29,2023,1,3,March,13,29,Wednesday,4,false
20230330,2023-03-30,2023,1,3,March,13,30,Thursday,5,false
20230331,2023-03-31,2023,1,3,March,13,31,Friday,6,false
20230401,2023-04-01,2023,2,4,April,13,1,Saturday,7,true
20230402,2023-04-02,2023,2,4,April,13,2,Sunday,1,true
20230403,2023-04-03,2023,2,4,April,14,3,Monday,2,false
20230404,2023-04-04,2023,2,4,April,14,4,Tuesday,3,false
20230405,2023-04-05,2023,2,4,April,14,5,Wednesday,4,false
20230406,2023-04-06,2023,2,4,April,14,6,Thursday,5,false
20230407,2023-04-07,2023,2,4,April,14,7,Friday,6,false
20230408,2023-04-08,2023,2,4,April,14,8,Saturday,7,true
20230409,2023-04-09,2023,2,4,April,14,9,Sunday,1,true
20230410,2023-04-10,2023,2,4,April,15,10,Monday,2,false
20230411,2023-04-11,2023,2,4,April,15,11,Tuesday,3,false
20230412,2023-04-12,2023,2,4,April,15,12,Wednesday,4,false
20230413,2023-04-13,2023,2,4,April,15,13,Thursday,5,false
20230414,2023-04-14,2023,2,4,April,15,14,Friday,6,false
20230415,2023-04-15,2023,2,4,April,15,15,Saturday,7,true
20230416,2023-04-16,2023,2,4,April,15,16,Sunday,1,true
20230417,2023-04-17,2023,2,4,April,16,17,Monday,2,false
20230418,2023-04-18,2023,2,4,April,16,18,Tuesday,3,false
20230419,2023-04-19,2023,2,4,April,16,19,Wednesday,4,false
20230420,2023-04-20,2023,2,4,April,16,20,Thursday,5,false
20230421,2023-04-21,2023,2,4,April,16,21,Friday,6,false
20230422,2023-04-22,2023,2,4,April,16,22,Saturday,7,true
20230423,2023-04-23,2023,2,4,April,16,23,Sunday,1,true
20230424,2023-04-24,2023,2,4,April,17,24,Monday,2,false
20230425,2023-04-25,2023,2,4,April,17,25,Tuesday,3,false
20230426,2023-04-26,2023,2,4,April,17,26,Wednesday,4,false
20230427,2023-04-27,2023,2,4,April,17,27,Thursday,5,false
